clubName,leagueName,countryName,clubLogo,countryFlag
Limerick FC,Rep. Ireland Airtricity League,Republic of Ireland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Limerick+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Republic+of+Ireland.png
CD Palestino,Chilian Campeonato Nacional,Chile,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/CD+Palestino.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Chile.png
Estudiantes de Mérida,Venezuelan Primera División,Venezuela,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Estudiantes+de+Mérida.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Venezuela.png
Grosseto,Italian Serie B,Italy,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Grosseto.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Italy.png
Vendsyssel FF,Danish Superliga,Denmark,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Vendsyssel+FF.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Denmark.png
Deportivo Pasto,Colombian Liga Postobón,Colombia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Deportivo+Pasto.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Colombia.png
GwangJu FC,Korean K League 1,Korea Republic,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/GwangJu+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Korea+Republic.png
Gaz Metan Mediaş,Romanian Liga I,Romania,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Gaz+Metan+Mediaş.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Romania.png
Cusco FC,Peruvian Primera División,Peru,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Cusco+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Peru.png
Zamora FC,Venezuelan Primera División,Venezuela,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Zamora+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Venezuela.png
Tours FC,French Ligue 2,France,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Tours+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/France.png
Bilbao Athletic,Spanish Segunda División,Spain,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Bilbao+Athletic.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Spain.png
FC Botoşani,Romanian Liga I,Romania,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FC+Botoşani.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Romania.png
Arsenal Tula,Russian Premier League,Russia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Arsenal+Tula.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Russia.png
Estudiantes Tecos,Mexican Liga MX,Mexico,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Estudiantes+Tecos.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Mexico.png
CD Alcoyano,Spanish Segunda División,Spain,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/CD+Alcoyano.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Spain.png
Villarreal CF B,Spanish Segunda División,Spain,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Villarreal+CF+B.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Spain.png
Ponte Preta,Campeonato Brasileiro Série A,Brazil,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Ponte+Preta.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Brazil.png
Sport Club do Recife,Campeonato Brasileiro Série A,Brazil,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Sport+Club+do+Recife.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Brazil.png
LKS Lodz,Polish T-Mobile Ekstraklasa,Poland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/LKS+Lodz.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Poland.png
SG Sonnenhof Großaspach,German 3. Bundesliga,Germany,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/SG+Sonnenhof+Großaspach.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Germany.png
GAIS,Swedish Allsvenskan,Sweden,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/GAIS.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Sweden.png
San Martín de San Juan,Argentina Primera División,Argentina,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/San+Martín+de+San+Juan.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Argentina.png
Avaí FC,Campeonato Brasileiro Série A,Brazil,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Avaí+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Brazil.png
CD O'Higgins,Chilian Campeonato Nacional,Chile,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/CD+O'Higgins.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Chile.png
Novara,Italian Serie B,Italy,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Novara.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Italy.png
Bucaspor,Turkish Süper Lig,Turkey,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Bucaspor.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Turkey.png
Al Qadisiyah,Saudi Abdul L. Jameel League,Saudi Arabia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Al+Qadisiyah.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Saudi+Arabia.png
FC Pro Vercelli 1892,Italian Serie B,Italy,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FC+Pro+Vercelli+1892.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Italy.png
CD Antofagasta,Chilian Campeonato Nacional,Chile,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/CD+Antofagasta.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Chile.png
CA Bastia,French Ligue 2,France,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/CA+Bastia.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/France.png
US Quevilly Rouen Métropole,French Ligue 2,France,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/US+Quevilly+Rouen+Métropole.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/France.png
Rionegro Águilas,Colombian Liga Postobón,Colombia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Rionegro+Águilas.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Colombia.png
CD Everton de Viña del Mar,Chilian Campeonato Nacional,Chile,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/CD+Everton+de+Viña+del+Mar.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Chile.png
Itagüí Leones FC,Colombian Liga Postobón,Colombia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Itagüí+Leones+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Colombia.png
Al Batin,Saudi Abdul L. Jameel League,Saudi Arabia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Al+Batin.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Saudi+Arabia.png
Al Fayha,Saudi Abdul L. Jameel League,Saudi Arabia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Al+Fayha.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Saudi+Arabia.png
Damac FC,Saudi Abdul L. Jameel League,Saudi Arabia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Damac+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Saudi+Arabia.png
Al Hazem,Saudi Abdul L. Jameel League,Saudi Arabia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Al+Hazem.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Saudi+Arabia.png
Dalkurd FF,Swedish Allsvenskan,Sweden,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Dalkurd+FF.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Sweden.png
AS Béziers,French Ligue 2,France,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/AS+Béziers.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/France.png
Al Ain,Saudi Abdul L. Jameel League,Saudi Arabia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Al+Ain.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Saudi+Arabia.png
River Plate Asunción,Paraguayan Primera División,Paraguay,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/River+Plate+Asunción.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Paraguay.png
Hereford,English League Two,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Hereford.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
FC Energie Cottbus,German 3. Bundesliga,Germany,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FC+Energie+Cottbus.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Germany.png
Grasshopper Club Zürich,Swiss Super League,Switzerland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Grasshopper+Club+Zürich.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Switzerland.png
Dagenham and Redbridge,English League Two,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Dagenham+and+Redbridge.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
GD Chaves,Portuguese Liga ZON SAGRES,Portugal,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/GD+Chaves.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Portugal.png
De Graafschap,Holland Eredivisie,Netherlands,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/De+Graafschap.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Netherlands.png
Vitória de Setúbal,Portuguese Liga ZON SAGRES,Portugal,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Vitória+de+Setúbal.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Portugal.png
Nigeria,,Nigeria,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Nigeria.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Nigeria.png
Jeonnam Dragons,Korean K League 1,Korea Republic,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Jeonnam+Dragons.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Korea+Republic.png
Drogheda United,Rep. Ireland Airtricity League,Republic of Ireland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Drogheda+United.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Republic+of+Ireland.png
Longford Town,Rep. Ireland Airtricity League,Republic of Ireland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Longford+Town.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Republic+of+Ireland.png
GIF Sundsvall,Swedish Allsvenskan,Sweden,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/GIF+Sundsvall.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Sweden.png
SV Mattersburg,Austrian Football Bundesliga,Austria,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/SV+Mattersburg.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Austria.png
Stade Lavallois Mayenne FC,French Ligue 2,France,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Stade+Lavallois+Mayenne+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/France.png
FC Istres Ouest Provence,French Ligue 2,France,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FC+Istres+Ouest+Provence.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/France.png
Siena,Italian Serie B,Italy,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Siena.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Italy.png
Excelsior,Holland Eredivisie,Netherlands,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Excelsior.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Netherlands.png
Sporting Lokeren,Belgian Jupiler Pro League,Belgium,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Sporting+Lokeren.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Belgium.png
UC AlbinoLeffe,Italian Serie B,Italy,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/UC+AlbinoLeffe.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Italy.png
Hércules CF,Spanish Segunda División,Spain,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Hércules+CF.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Spain.png
Tours FC,French Ligue 2,France,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Tours+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/France.png
Santiago Wanderers,Chilian Campeonato Nacional,Chile,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Santiago+Wanderers.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Chile.png
Unión Española,Chilian Campeonato Nacional,Chile,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Unión+Española.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Chile.png
SD Aucas,Ecuadorian Serie A,Ecuador,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/SD+Aucas.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Ecuador.png
Dorados de Sinaloa,Mexican Liga MX,Mexico,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Dorados+de+Sinaloa.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Mexico.png
Juventude,Campeonato Brasileiro Série B,Brazil,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Juventude.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Brazil.png
Joinville,Campeonato Brasileiro Série B,Brazil,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Joinville.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Brazil.png
Korona Kielce,Polish T-Mobile Ekstraklasa,Poland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Korona+Kielce.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Poland.png
Zagłębie Sosnowiec,Polish T-Mobile Ekstraklasa,Poland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Zagłębie+Sosnowiec.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Poland.png
Évian Thonon Gaillard FC,French Ligue 2,France,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Évian+Thonon+Gaillard+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/France.png
Mantova,Italian Serie B,Italy,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Mantova.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Italy.png
US Cremonese,Italian Serie B,Italy,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/US+Cremonese.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Italy.png
Leones Negros de la UdeG,Mexican Liga MX,Mexico,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Leones+Negros+de+la+UdeG.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Mexico.png
IF Brommapojkarna,Swedish Allsvenskan,Sweden,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/IF+Brommapojkarna.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Sweden.png
San Martin de Tucumán,Argentina Primera División,Argentina,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/San+Martin+de+Tucumán.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Argentina.png
All Boys,Argentina Primera División,Argentina,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/All+Boys.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Argentina.png
Wexford Youths,Rep. Ireland Airtricity League,Republic of Ireland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Wexford+Youths.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Republic+of+Ireland.png
Eskişehirspor,Turkish Süper Lig,Turkey,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Eskişehirspor.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Turkey.png
AC Arles Avignon,French Ligue 2,France,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/AC+Arles+Avignon.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/France.png
América FC (Minas Gerais),Campeonato Brasileiro Série A,Brazil,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/América+FC+(Minas+Gerais).png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Brazil.png
Boyacá Chicó FC,Colombian Liga Postobón,Colombia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Boyacá+Chicó+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Colombia.png
SS Virtus Lanciano,Italian Serie B,Italy,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/SS+Virtus+Lanciano.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Italy.png
SV Grödig,Austrian Football Bundesliga,Austria,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/SV+Grödig.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Austria.png
Ettifaq FC,Saudi Abdul L. Jameel League,Saudi Arabia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Ettifaq+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Saudi+Arabia.png
Gallipoli,Italian Serie B,Italy,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Gallipoli.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Italy.png
Kardemir Karabükspor,Turkish Süper Lig,Turkey,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Kardemir+Karabükspor.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Turkey.png
Jönköpings Södra IF,Swedish Allsvenskan,Sweden,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Jönköpings+Södra+IF.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Sweden.png
Portogruaro Calcio ASD,Italian Serie B,Italy,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Portogruaro+Calcio+ASD.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Italy.png
FC Orenburg,Russian Premier League,Russia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FC+Orenburg.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Russia.png
Syrianska,Swedish Allsvenskan,Sweden,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Syrianska.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Sweden.png
Najran SC,Saudi Abdul L. Jameel League,Saudi Arabia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Najran+SC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Saudi+Arabia.png
Hobro IK,Danish Superliga,Denmark,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Hobro+IK.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Denmark.png
União da Madeira,Portuguese Liga ZON SAGRES,Portugal,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/União+da+Madeira.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Portugal.png
La Equidad,Colombian Liga Postobón,Colombia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/La+Equidad.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Colombia.png
Envigado FC,Colombian Liga Postobón,Colombia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Envigado+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Colombia.png
Atlético Huila,Colombian Liga Postobón,Colombia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Atlético+Huila.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Colombia.png
Beijing Renhe FC,Chinese Super League,China PR,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Beijing+Renhe+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/China+PR.png
Club Atlético Sarmiento,Argentina Primera División,Argentina,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Club+Atlético+Sarmiento.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Argentina.png
Balıkesirspor,Turkish Süper Lig,Turkey,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Balıkesirspor.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Turkey.png
Crucero del Norte,Argentina Primera División,Argentina,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Crucero+del+Norte.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Argentina.png
Lierse SK,Belgian Jupiler Pro League,Belgium,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Lierse+SK.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Belgium.png
Silkeborg IF,Danish Superliga,Denmark,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Silkeborg+IF.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Denmark.png
Halmstads BK,Swedish Allsvenskan,Sweden,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Halmstads+BK.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Sweden.png
Aldershot Town,English League Two,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Aldershot+Town.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Tromsø IL,Norwegian Eliteserien,Norway,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Tromsø+IL.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Norway.png
Real Jaén CF,Spanish Segunda División,Spain,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Real+Jaén+CF.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Spain.png
Chemnitzer FC,German 3. Bundesliga,Germany,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Chemnitzer+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Germany.png
CS Sedan Ardennes,French Ligue 2,France,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/CS+Sedan+Ardennes.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/France.png
Inverness Caledonian Thistle,Scottish Premiership,Scotland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Inverness+Caledonian+Thistle.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Scotland.png
CD Aves,Portuguese Liga ZON SAGRES,Portugal,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/CD+Aves.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Portugal.png
KVC Westerlo,Belgian Jupiler Pro League,Belgium,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/KVC+Westerlo.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Belgium.png
Galway United,Rep. Ireland Airtricity League,Republic of Ireland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Galway+United.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Republic+of+Ireland.png
Le Mans FC,French Ligue 2,France,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Le+Mans+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/France.png
Como,Italian Serie B,Italy,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Como.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Italy.png
Hamarkameratene,Norwegian Eliteserien,Norway,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Hamarkameratene.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Norway.png
FC Gueugnon,French Ligue 2,France,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FC+Gueugnon.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/France.png
Messina,Italian Serie B,Italy,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Messina.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Italy.png
C.P. Ejido,Spanish Segunda División,Spain,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/C.P.+Ejido.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Spain.png
Östers IF,Swedish Allsvenskan,Sweden,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Östers+IF.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Sweden.png
NEC Nijmegen,Holland Eredivisie,Netherlands,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/NEC+Nijmegen.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Netherlands.png
Chesterfield,English League Two,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Chesterfield.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Hartlepool United,English League Two,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Hartlepool+United.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
